SMILES,logP,tPSA,MW,SweetSpot
COc1ccccc1N2CCN(CC2)Cc3cn4c(n3)ccc(n4)Cl,2.71,45.9,357.1,Yes
COc1ccccc1N2CCN(CC2)Cc3cccc(c3)OCCF,3.37,24.94,344.2,No
c1ccc(cc1)N2CNC(=O)C23CCN(CC3)CCCCc4c[nH]c5c4cccc5,3.92,51.37,402.2,No
c1ccc(cc1)OC[C@H]2CC[C@H]3CN(CCN3C2)c4ncccn4,2.46,41.49,324.2,Yes
c1ccc(cc1)OC[C@@H]2CC[C@H]3CN(CCN3C2)c4ccccn4,3.06,28.6,323.2,No
Cc1c(nc(n1C2CCN(CC2)Cc3ccccc3)O)c4ccc(cc4)F,4.54,41.29,365.2,No
COc1cccc(c1)C(=O)CCCN2CCN(CC2)c3ccccc3OC,3.49,42.01,368.2,No
c1ccc(cc1)CN2CCN(CC2)c3c4cc[nH]c4ccc3Cl,4.14,22.27,325.1,No
COc1cc(c(cc1OC)OCCF)CN2CCN(CC2)c3ccc(cc3)Cl,4.03,34.17,408.2,No
c1ccc(cc1)C[n+]2cc[n+](cc2)c3c4cc[nH]c4ccc3Cl,3.43,23.55,321.1,No
c1ccc(cc1)CCC2CCN(CC2)Cc3c[nH]c4c3cccn4,4.41,31.92,319.2,No
COc1cccc(c1)C(=O)NCCCN2CCN(CC2)c3ccccc3OC,2.65,54.04,383.2,Yes
CCCN1CCC[C@H]2[C@H]1Cc3c[nH]nc3C2,2,31.92,219.2,No
Cc1ccc(cc1C)C2CCN(CC2)Cc3ccc4c(c3)NC(=O)CO4,4.01,41.57,350.2,No
COc1ccccc1N2CCN(CC2)Cc3ccc(c(c3)OC)OCCF,3.37,34.17,374.2,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)Cc3ccccc3)Cl)NC(=O)C(F)(F)F,3.85,70.67,455.1,No
c1ccc(cc1)N2CCN(CC2)Cc3c[nH]c4c3cccn4,2.89,35.16,292.2,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4ccccc4C3=O,3.3,36.02,393.2,No
COc1ccccc1N2CCN(CC2)Cc3cc(c-4cccccc34)CN5CCCCC5,5.11,18.95,429.3,No
c1ccc(cc1)CCC2CCN(CC2)Cc3cc-4ccc[nH]c4n3,4.36,31.92,319.2,No
c1ccc(cc1)OC[C@@H](CN2CCC(CC2)Oc3ccccc3)O,2.97,41.93,327.2,Yes
c1cc(ccc1OC[C@H]2CC[C@H]3CN(CCN3C2)c4ncc(cn4)F)F,2.73,41.49,360.2,Yes
Cc1c(nc(n1C2CCN(CC2)CC3CCCCC3)O)c4ccccc4,4.78,41.29,353.2,No
c1ccc(cc1)OCCCNCCOc2ccccc2,3.12,30.49,271.2,No
c1ccn2c(c1)c(cn2)CN3CCN(CC3)c4ccc(cc4)Cl,3.31,23.78,326.1,No
Cc1c2c(c(s1)C)-c3c(cnn3C)CCC2,3.25,17.82,232.1,No
Cc1ccc(cc1)CN2CCN(CC2)CC(=O)N3c4ccccc4C[C@H]3C,3.09,26.79,363.2,No
CN1CCN(CC1)C2=Cc3ccccc3Oc4c2cccc4,3.54,15.71,292.2,No
Cc1ccc(cc1F)CN2CCN(CC2)CC(=O)N3c4ccccc4C[C@H]3C,3.23,26.79,381.2,No
Cc1ccc(cc1)CN2CCC(CC2)CC(=O)N3c4ccccc4CC3C,4.57,23.55,362.2,No
CC1Cc2ccccc2N1C(=O)CC3CCN(CC3)Cc4ccc(cc4)[N+](=O)[O-],4.17,66.69,393.2,No
c1ccc(cc1)CN2CCC(C2)NC(=O)c3ccc(cc3)c4ccsc4,4.42,32.34,362.1,No
c1ccc(cc1)CN2CC[C@@H](C2)NC(=O)c3ccc(cc3)c4ccsc4,4.42,32.34,362.1,No
c1ccc(cc1)CN2CC[C@@H](C2)NC(=O)c3cccc(c3)c4ccsc4,4.42,32.34,362.1,No
c1cc(ccc1N2CCN(CC2)Cc3cn4c(n3)ccc(n4)Cl)Cl,3.36,36.67,361.1,No
COc1ccccc1N2CCN(CC2)CCCCNC(=O)c3cc4ccccn4n3,2.68,62.11,407.2,No
CCOc1ccccc1N2CCN(CC2)Cc3cccc4c3cccc4,4.56,15.71,346.2,No
CCCN(CCNC(=O)N=Nc1ccc(c(c1)F)F)C2Cc3ccccc3C2,4.64,57.06,386.2,No
c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CCN(CC4)CCO,4.31,29.95,437.2,No
Cc1c(nc(n1C2CCN(CC2)Cc3ccccc3Cl)O)c4ccccc4,5.05,41.29,381.2,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)C3CCCCC3)Cl)NC(=O)C4CC4,3.83,70.67,419.2,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)Cc3ccccc3)Cl)NC(=O)C4CC4,3.7,70.67,427.2,No
COc1cc(c(cc1C(=O)NC2CCN(C2)Cc3ccccc3)Cl)NC(=O)C4CC4,3.7,70.67,427.2,No
c1cc(ccc1N2CCN(CC2)Cc3cc4cc(ccc4[nH]3)C#N)Cl,4.02,46.06,350.1,No
COc1ccc(cc1)CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F,5.35,42.32,458.2,No
COc1cccc(c1)C(=O)NCCN2CCN(CC2)c3ccccc3,2.25,44.81,339.2,Yes
c1ccn2c(c1)cc(n2)CN3CCN(CC3)c4ccc(cc4)Cl,3.31,23.78,326.1,No
c1ccc(cc1)OC[C@@H]2CN(CCO2)Cc3c[nH]c4c3ccc(c4)Cl,4.1,37.49,356.1,No
Cc1c(c2cccc(n2n1)C#N)CN3CCN(CC3)c4ccc(cc4)Cl,3.49,47.57,365.1,No
COc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3cccc4c3cccc4,4.18,44.81,417.2,No
Cc1nc(c(c(n1)Cl)Sc2ccc(cc2)Cl)NC3CCN(CC3)Cc4ccccc4,6.32,41.05,458.1,No
Cc1cc(c2nc(cn2c1)CN3CCN(CC3)c4ccccc4OC)N5CCOCC5,2.81,45.48,421.2,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)c5cccs5,5.02,36.02,475.2,No
COc1ccc(cc1)N2CCN(CC2)CCC3c4ccccc4CCO3,3.52,24.94,352.2,No
c1cc(ccc1CN2CCc3c4ccc(cc4oc(=O)c3C2)O)Cl,3.71,53.68,341.1,No
CN(C)c1[nH]c(=O)c2cc([nH]c2n1)CN3CCN(CC3)c4ccccc4OC,1.65,80.49,382.2,No
COc1ccccc1N2CCN(CC2)Cc3cc(c-4cccccc34)C#N,3.99,39.5,357.2,No
c1cc(c(cc1CC2c3cc(c(cc3CCN2)O)O)O)O,1.94,92.95,287.1,No
Cc1c(noc1C2CCN(CC2)CCc3ccccc3)c4ccc(cc4)Cl,5.73,29.27,380.2,No
COc1c2ccccc2c(cc1C(=O)N[C@@H]3CCN(C3)Cc4ccccc4)C#C,3.83,41.57,384.2,No
Cc1c(cnn1C2CCN(CC2)Cc3ccccc3)c4ccccc4,4.7,21.06,331.2,No
c1ccc(cc1)N2CCN(CC2)Cc3cnn(c3)c4cc5ccc4CCc6ccc(cc6)CC5,5.08,24.3,448.3,No
CCC(=O)OC1(CCN(CC1)CCCC(=O)c2ccc(cc2)F)c3ccc(cc3)Cl,5.39,46.61,431.2,No
c1cc(n2c(c1)c(cn2)CN3CCN(CC3)c4ccc(cc4)Cl)C=O,3.12,40.85,354.1,No
c1ccc(cc1)CN2CCN(CC2)c3ccc(c4c3cc[nH]4)Br,4.25,22.27,369.1,No
Cc1ccc(cc1)CN2CCc3c4ccc(cc4oc(=O)c3C2)OC,3.67,42.68,335.2,No
Cc1ccc(cc1)C2CCN(CC2)Cc3ccc4c(c3)OCC(=O)N4,3.71,41.57,336.2,No
Cc1ccc(cc1C)C2CCN(CC2)Cc3ccc4c(c3)OCC(=O)N4,4.01,41.57,350.2,No
c1ccc(cc1)N2CCN(CC2)Cc3cnn(c3)c4ccccn4,2.59,37.19,319.2,No
c1ccc(cc1)C[n+]2cc[n+](cc2)c3ccc(c4c3cc[nH]4)Br,3.54,23.55,365.1,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)C3CCCCCC3)Cl)NC(=O)C4CC4,4.22,70.67,433.2,No
Cc1ccc(cc1)OCCCNCCOc2ccccc2,3.43,30.49,285.2,No
Cc1cccc2n1ncc2CN3CCN(CC3)c4ccc(cc4)Cl,3.62,23.78,340.1,No
C[C@@H]1CN(C[C@@H]1NC(=O)c2cc(c3ccccc3c2OC)Br)Cc4ccccc4,4.86,41.57,452.1,No
Cc1cccc(c1)NC(=O)CN2CCN(CC2)c3ccccc3C#N,2.63,59.37,334.2,Yes
COc1ccccc1N2CCN(CC2)Cc3cn(nn3)c4ccccc4,2.6,46.42,349.2,Yes
c1cnc(nc1)N2CCN3C[C@@H](CC[C@H]3C2)COc4ccc(cc4)F,2.6,41.49,342.2,Yes
C[Si](C)(C)c1cccc2n1ncc2CN3CCN(CC3)c4ccc(cc4)Cl,3.86,23.78,398.2,No
Cc1ccc(cc1)C2CCN(CC2)Cc3ccc4c(c3)NC(=O)CO4,3.71,41.57,336.2,No
COc1ccccc1N2CCN(CC2)Cc3cn4ccccc4n3,2.67,33.01,322.2,No
Cn1c(=O)c2c(c(c[nH]2)CN3CCN(CC3)c4ccccn4)nc1N5CCCC5,1.58,73.29,393.2,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)F,3.44,36.02,411.2,No
c1cc2cccc3c2c(c1)N(S3(=O)=O)CCCN4CCN(CC4)c5ccc(cc5)F,3.7,43.86,425.2,No
c1ccc(cc1)CN2CCN(CC2)c3cccc4c3nc([nH]4)C(F)(F)F,3.9,35.16,360.2,No
c1ccc(cc1)n2cc(cn2)CN3CCN(CC3)c4ccc(cc4)F,3.33,24.3,336.2,No
c1ccc(cc1)n2cc(cn2)CN3CCN(CC3)c4ccc(cc4)Cl,3.85,24.3,352.1,No
COc1ccccc1N2CCN(CC2)CCCCN3CCCc4cc(ccc4C3=O)c5cccs5,5.41,36.02,489.2,No
c1ccc(cc1)C[n+]2cc[n+](cc2)c3cccc4c3nc([nH]4)C(F)(F)F,3.19,36.44,356.1,No
COc1ccccc1N2CCN(CC2)CCCNC3=Nc4ccccc4OC3,2.92,49.33,380.2,Yes
CC(C)C(=O)Nc1cc(c(cc1Cl)C(=O)N[C@H]2CCN(C2)Cc3ccccc3)OC,3.95,70.67,429.2,No
c1ccn2c(c1)c(cn2)CN3CCN(CC3)c4ccc(cc4)I,3.26,23.78,418.1,No
c1ccc(c(c1)N2CCN(CC2)Cc3cnn4c3cccc4)Cl,3.31,23.78,326.1,No
Cc1c-2c(c(s1)C)SCc3c2n(nc3)C,3.37,17.82,236,No
COc1ccccc1N2CCN(CC2)CCNC3=Nc4ccccc4OC3,2.53,49.33,366.2,Yes
c1ccc(cc1)CN2CCN(CC2)c3cccc4c3CC(=O)N4,2.5,35.58,307.2,No
C[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc5c(c4)OCO5,2.51,45.25,393.2,Yes
CC[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4)C,3.48,26.79,377.2,No
CCc1ccc(cc1)CN2CCN(CC2)CC(=O)N3c4ccccc4C[C@H]3C,3.34,26.79,377.2,No
C[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4OC)Cl,3.44,36.02,413.2,No
Cc1ccc(cc1)CN2CCN(CC2)CC(=O)N3c4ccccc4CC3C,3.09,26.79,363.2,No
Cc1ccc(cc1F)CN2CCC(CC2)CC(=O)N3c4ccccc4CC3C,4.71,23.55,380.2,No
c1ccc2c(c1)n(c(=O)s2)CCN3CCN(CC3)Cc4ccc(cc4)Cl,3.53,28.48,387.1,No
c1ccc(cc1)CN2CCC(C2)NC(=O)c3ccc(cc3)c4ccccc4,4.36,32.34,356.2,No
c1ccc(cc1)CN2CCC(C2)NC(=O)c3ccc(cc3)c4cccs4,4.42,32.34,362.1,No
c1ccc(cc1)CN2CC[C@@H](C2)NC(=O)c3ccc(cc3)c4cccs4,4.42,32.34,362.1,No
COc1ccc2c(c1)CCCN(C2=O)CCCCN3CCN(CC3)c4ccccc4OC,3.69,45.25,437.3,No
CCOc1ccccc1N2CCN(CC2)Cc3ccccc3,3.41,15.71,296.2,No
c1cc(ccc1CC2c3cc(c(cc3CCN2)O)O)O,2.23,72.72,271.1,No
c1ccc(cc1)OCCCNCCOc2ccc(cc2)O,2.83,50.72,287.2,No
COc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3ccccc3OC,3.04,54.04,397.2,No
Cc1c(n[nH]c1C2=CCN(CC2)CCc3ccccc3)c4ccccc4,4.72,31.92,343.2,No
c1cc(cn2c1ccn2)CN3CCN(CC3)c4ccc(cc4)Cl,3.31,23.78,326.1,No
c1ccc(cc1)CNCCOc2cccc3c2nc([nH]3)C(F)(F)F,3.75,49.94,335.1,No
Cc1c(cnn1C2CCN(CC2)Cc3cccc(c3)Cl)c4ccccc4,5.35,21.06,365.2,No
Cc1c(cn(n1)C2CCN(CC2)Cc3cccc(c3)Cl)c4ccccc4,5.35,21.06,365.2,No
c1cc(ccc1OC[C@@H]2CC[C@H]3CN(CCN3C2)c4ccc(cn4)Cl)F,3.85,28.6,375.2,No
COc1cc(c(cc1C(=O)NC2CCN(CC2)Cc3ccccc3)Cl)N,3.33,67.59,373.2,No
c1ccc(cc1)C2=CCN(CC2)Cc3cn(nn3)c4ccccc4,3.56,33.95,316.2,No
c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,5.8,27.05,380,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)CC3CCCCC3)Cl)NC(=O)C4CC4,4.08,70.67,433.2,No
c1ccc(cc1)CCCNCCCOc2ccccc2,3.68,21.26,269.2,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)c5ccco5,4.56,49.16,459.3,No
CCCCn1cc(nn1)COc2ccc(cc2OC)CN3CCN(CC3)c4ccccc4OC,4,64.88,465.3,No
c1cc(nc(c1)Cl)OC[C@@H]2CN(CCO2)Cc3c[nH]c4c3ccc(c4)F,3.64,50.38,375.1,No
c1cc(ccc1OC[C@@H]2CC[C@H]3CN(CCN3C2)c4ncc(cn4)F)F,2.73,41.49,360.2,Yes
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)CCc3ccccc3)Cl)NC(=O)C4CC4,3.74,70.67,441.2,No
c1ccc(c(c1)N2CCN(CC2)Cc3cc4ccc(cc4[nH]3)C#N)Cl,4.02,46.06,350.1,No
c1ccc(cc1)CN2CC[C@H](C2)NC(=O)c3cccc(c3)c4ccsc4,4.42,32.34,362.1,No
Cn1c(=O)c2c(c(c[nH]2)CN3CCN(CC3)c4ccc(c(c4)Cl)Cl)nc1N5CCCC5,3.49,60.4,460.2,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)c5ccccc5,4.96,36.02,469.3,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)c5ccncc5,4.36,48.91,470.3,No
c1ccc(cc1)OC[C@@H]2CC[C@H]3CN(CCN3C2)c4ncccn4,2.46,41.49,324.2,Yes
Cc1c(onc1C2CCN(CC2)CCc3ccccc3)c4ccc(cc4)Cl,5.73,29.27,380.2,No
c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F,2.42,75.17,395.2,No
c1ccc(cc1)OCC(CN2CCC(CC2)Oc3ccccc3)O,2.97,41.93,327.2,Yes
c1ccc(cc1)c2[nH]cc(n2)CN3CCN(CC3)c4ncccn4,2.19,60.94,320.2,No
c1cc(ccc1CN2CCC(CC2)c3cc(no3)c4ccc(cc4)Cl)Cl,6.03,29.27,386.1,No
c1ccnc(c1)N2CCN(CC2)Cc3cc4cc(ccc4[nH]3)F,3.02,35.16,310.2,No
c1ccc(cc1)N2CCN(CC2)Cc3cc4ccc(cc4[nH]3)C#N,3.36,46.06,316.2,No
Cc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccccc4,3.66,33.45,305.1,No
c1cc(ccc1C(=O)CCCN2CCC(C2)(c3ccc(cc3)Cl)O)F,4.04,40.54,361.1,No
COc1ccccc1N2CCN(CC2)Cc3ccc(cc3)OCCF,3.37,24.94,344.2,No
c1ccc(cc1)OCC2CCC3CN(CCN3C2)c4ncccn4,2.46,41.49,324.2,Yes
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)C3C4CCCC3CCC4)Cl)NC(=O)C5CC5,4.47,70.67,459.2,No
Cc1ccc(c(c1)N2CCN(CC2)Cc3[nH]c4ccccc4n3)C,3.5,35.16,320.2,No
c1ccc(cc1)CNCCOc2cccc3c2nc([nH]3)S,3.02,49.94,299.1,No
COc1ccc(cc1)C2CCN(CC2)Cc3ccc4c(c3)NC(=O)CO4,3.41,50.8,352.2,No
Cn1c(=O)c2c(c(c[nH]2)CN3CCN(CC3)c4ccccc4)nc1N5CCCC5,2.18,60.4,392.2,No
CN1CCN(CC1)Cc2cc(c-3cccccc23)CN4CCN(CC4)c5ccccc5OC,3.87,22.19,444.3,No
c1ccc(cc1)N2CCN(CC2)Cc3cc([nH]c3)C=C(C#N)C#N,2.77,69.85,317.2,No
CCOc1ccccc1N2CCN(CC2)Cc3cccs3,3.47,15.71,302.1,No
CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCCN(C)C)/c3ccccc3,6,12.47,371.2,No
COc1ccccc1C(=O)CCCCCN2CCN(CC2)c3c4ccccc4on3,4.4,58.81,407.2,No
COc1cccc(c1)C(=O)NCCN2CCN(CC2)c3ccc(cn3)Cl,2.3,57.7,374.2,Yes
Cc1ccc(cc1)CN2CCN(CC2)C3CCc4cccc5c4N(C3=O)CC5,3.02,26.79,375.2,No
CCN1c2ccccc2CC(C1=O)N3CCN(CC3)Cc4ccc(cc4)Cl,3.44,26.79,383.2,No
Cc1ccc(cc1C)CN2CCC(CC2)CC(=O)N3c4ccccc4CC3C,4.88,23.55,376.3,No
c1ccn2c(c1)c(cn2)CN3CCN(CC3)c4cccc(c4)Cl,3.31,23.78,326.1,No
c1ccc(cc1)n2ccc(c2)CN3CCN(CC3)c4ccccc4,3.8,11.41,317.2,No
c1ccc(cc1)C2=CCN(CC2)Cc3ccn(c3)c4ccccc4,4.77,8.17,314.2,No
CN1c2ccccc2CC(C1=O)N3CCN(CC3)Cc4ccc(cc4)Cl,3.05,26.79,369.2,No
COc1cccc(c1)C(=O)CCCN2CCN(CC2)c3ccc(cc3)Cl,4.13,32.78,372.2,No
CC[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4)Cl,3.83,26.79,397.2,No
C[C@@H]1Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccccc4Cl,3.44,26.79,383.2,No
CC1Cc2ccccc2N1C(=O)CC3CCN(CC3)Cc4ccc(cc4)Cl,4.92,23.55,382.2,No
CC1Cc2ccccc2N1C(=O)CC3CCN(CC3)Cc4cccc(c4)Cl,4.92,23.55,382.2,No
c1ccc(cc1)CN2CCC(C2)NC(=O)c3cccc(c3)c4ccccc4,4.36,32.34,356.2,No
Cc1ccc(cc1)CN2CC[C@@H](C2)NC(=O)c3cccc(c3)c4cccs4,4.73,32.34,376.2,No
c1cc(ccc1N2CCN(CC2)Cc3cn4c(n3)ccc(n4)Cl)F,2.84,36.67,345.1,No
COc1ccccc1N2CCN(CC2)CCCCN3CCc4cc(ccc4C3=O)C#C,3.28,36.02,417.2,No
COc1cc(ccc1F)CN2CCN(CC2)c3ccc4c(c3)OCCO4,2.93,34.17,358.2,No
COc1ccccc1N2CCN(CC2)Cc3[nH]c4ccccc4n3,2.89,44.39,322.2,Yes
CC1(Cc2ccccc2N1C(=O)CN3CCN(CC3)Cc4ccc(cc4)Cl)C,3.83,26.79,397.2,No
c1ccc-2c(c1)CCc3c2n[nH]c3N4CCN(CC4)CCc5ccccc5Cl,4.19,35.16,392.2,No
COc1ccc2c(c1)oc(=O)c3c2CCN(C3)Cc4ccc(cc4)F,3.5,42.68,339.1,No
Cc1ccc(cc1)N2CCN(CC2)Cc3ccc4c(c3)NC(=O)CO4,2.65,44.81,337.2,Yes
c1cc(ccc1N2CCN(CC2)Cc3ccc4c(c3)OCC(=O)N4)Cl,2.99,44.81,357.1,Yes
CCCN(CCCCNC(=O)c1ccc(cc1)c2ccccc2)C3CCC(=CC3)C#C,5.69,32.34,414.3,No
COc1cc(c(cc1C(=O)N[C@H]2CCN(C2)C3C4CC5CC(C4)CC3C5)Cl)NC(=O)C6CC6,4.33,70.67,471.2,No
c1ccc(cc1)OCCCNCCOc2ccc(cc2)[N+](=O)[O-],3.03,73.63,316.1,No
c1ccc(cc1)OCCCNCCOc2ccccc2Cl,3.78,30.49,305.1,No
c1ccc(cc1)C2=CCN(CC2)Cc3ccc4ccc(=O)oc4c3,4.08,33.45,317.1,No
c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)Cc3cccnc3,3.71,19.37,321.1,No
c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)CCCCOc3ccc4ccnn4c3,4.62,33.01,418.1,No
Cc1c(nc(n1C2CCN(CC2)Cc3ccccc3)O)c4ccccn4,3.8,54.18,348.2,No
